file,seq_id,process_id,parameters,length,leading_gaps,trailing_gaps,internal_gaps,ambiguous_bases,longest_stretch,barcode_length,barcode_ambiguous_bases,barcode_longest_stretch,barcode_rank,full_rank,best_sequence,selected_full_fasta,selected_barcode_fasta
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2188-24_r_1.5_s_50_BSNTN2188-24,BSNTN2188-24,r_1.5_s_50_BSNTN2188-24,1569,90,402,816,0,66,661,0,66,4,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2189-24_r_1.3_s_50_BSNTN2189-24,BSNTN2189-24,r_1.3_s_50_BSNTN2189-24,1569,24,570,822,0,51,661,0,45,4,1,yes,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2190-24_r_1_s_100_BSNTN2190-24,BSNTN2190-24,r_1_s_100_BSNTN2190-24,1569,30,153,3,0,1260,661,0,544,2,1,yes,yes,yes
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2189-24_r_1.5_s_50_BSNTN2189-24,BSNTN2189-24,r_1.5_s_50_BSNTN2189-24,1569,24,819,624,0,45,661,0,45,4,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2190-24_r_1_s_50_BSNTN2190-24,BSNTN2190-24,r_1_s_50_BSNTN2190-24,1569,15,6,33,9,1284,661,4,544,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2190-24_r_1.5_s_50_BSNTN2190-24,BSNTN2190-24,r_1.5_s_50_BSNTN2190-24,1569,27,195,120,3,444,661,0,327,3,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2190-24_r_1.3_s_100_BSNTN2190-24,BSNTN2190-24,r_1.3_s_100_BSNTN2190-24,1569,30,153,30,0,849,661,0,384,3,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2190-24_r_1.3_s_50_BSNTN2190-24,BSNTN2190-24,r_1.3_s_50_BSNTN2190-24,1569,15,153,27,0,852,661,0,384,3,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2190-24_r_1.5_s_100_BSNTN2190-24,BSNTN2190-24,r_1.5_s_100_BSNTN2190-24,1569,30,195,165,0,444,661,0,306,3,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2191-24_r_1_s_50_BSNTN2191-24,BSNTN2191-24,r_1_s_50_BSNTN2191-24,1533,0,0,0,2,1533,661,0,661,1,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2191-24_r_1.3_s_100_BSNTN2191-24,BSNTN2191-24,r_1.3_s_100_BSNTN2191-24,1533,0,0,0,0,1533,661,0,661,1,1,yes,yes,yes
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2191-24_r_1.3_s_50_BSNTN2191-24,BSNTN2191-24,r_1.3_s_50_BSNTN2191-24,1533,0,0,0,2,1533,661,0,661,1,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2191-24_r_1.5_s_100_BSNTN2191-24,BSNTN2191-24,r_1.5_s_100_BSNTN2191-24,1533,0,0,24,0,1416,661,0,661,1,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2192-24_r_1_s_50_BSNTN2192-24,BSNTN2192-24,r_1_s_50_BSNTN2192-24,1533,357,165,660,0,117,661,0,36,4,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2191-24_r_1_s_100_BSNTN2191-24,BSNTN2191-24,r_1_s_100_BSNTN2191-24,1533,0,0,0,1,1533,661,1,661,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2192-24_r_1_s_100_BSNTN2192-24,BSNTN2192-24,r_1_s_100_BSNTN2192-24,1533,699,552,72,0,114,661,0,1,4,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2191-24_r_1.5_s_50_BSNTN2191-24,BSNTN2191-24,r_1.5_s_50_BSNTN2191-24,1533,0,0,24,0,1416,661,0,661,1,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2192-24_r_1.5_s_50_BSNTN2192-24,BSNTN2192-24,r_1.5_s_50_BSNTN2192-24,1533,696,552,72,0,117,661,0,4,4,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2192-24_r_1.3_s_100_BSNTN2192-24,BSNTN2192-24,r_1.3_s_100_BSNTN2192-24,1533,699,552,72,0,114,661,0,1,4,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2193-24_r_1_s_50_BSNTN2193-24,BSNTN2193-24,r_1_s_50_BSNTN2193-24,0,0,0,0,0,0,0,0,0,6,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2193-24_r_1_s_100_BSNTN2193-24,BSNTN2193-24,r_1_s_100_BSNTN2193-24,0,0,0,0,0,0,0,0,0,6,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2192-24_r_1.3_s_50_BSNTN2192-24,BSNTN2192-24,r_1.3_s_50_BSNTN2192-24,1533,357,552,375,0,117,661,0,36,4,1,yes,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2192-24_r_1.5_s_100_BSNTN2192-24,BSNTN2192-24,r_1.5_s_100_BSNTN2192-24,1533,699,552,72,0,114,661,0,1,4,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2193-24_r_1.3_s_100_BSNTN2193-24,BSNTN2193-24,r_1.3_s_100_BSNTN2193-24,0,0,0,0,0,0,0,0,0,6,1,yes,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2193-24_r_1.5_s_100_BSNTN2193-24,BSNTN2193-24,r_1.5_s_100_BSNTN2193-24,0,0,0,0,0,0,0,0,0,6,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2193-24_r_1.3_s_50_BSNTN2193-24,BSNTN2193-24,r_1.3_s_50_BSNTN2193-24,0,0,0,0,0,0,0,0,0,6,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2194-24_r_1_s_100_BSNTN2194-24,BSNTN2194-24,r_1_s_100_BSNTN2194-24,1533,0,0,0,0,1533,661,0,661,1,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2194-24_r_1.3_s_50_BSNTN2194-24,BSNTN2194-24,r_1.3_s_50_BSNTN2194-24,1533,0,0,0,0,1533,661,0,661,1,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2193-24_r_1.5_s_50_BSNTN2193-24,BSNTN2193-24,r_1.5_s_50_BSNTN2193-24,0,0,0,0,0,0,0,0,0,6,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2194-24_r_1_s_50_BSNTN2194-24,BSNTN2194-24,r_1_s_50_BSNTN2194-24,1533,0,0,0,3,1533,661,3,661,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2194-24_r_1.5_s_100_BSNTN2194-24,BSNTN2194-24,r_1.5_s_100_BSNTN2194-24,1533,0,24,12,0,1431,661,0,661,1,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2194-24_r_1.5_s_50_BSNTN2194-24,BSNTN2194-24,r_1.5_s_50_BSNTN2194-24,1533,0,15,12,0,1431,661,0,661,1,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2195-24_r_1_s_100_BSNTN2195-24,BSNTN2195-24,r_1_s_100_BSNTN2195-24,0,0,0,0,0,0,0,0,0,6,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2195-24_r_1_s_50_BSNTN2195-24,BSNTN2195-24,r_1_s_50_BSNTN2195-24,0,0,0,0,0,0,0,0,0,6,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2195-24_r_1.3_s_100_BSNTN2195-24,BSNTN2195-24,r_1.3_s_100_BSNTN2195-24,0,0,0,0,0,0,0,0,0,6,1,yes,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2195-24_r_1.5_s_50_BSNTN2195-24,BSNTN2195-24,r_1.5_s_50_BSNTN2195-24,0,0,0,0,0,0,0,0,0,6,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2194-24_r_1.3_s_100_BSNTN2194-24,BSNTN2194-24,r_1.3_s_100_BSNTN2194-24,1533,0,0,0,0,1533,661,0,661,1,1,yes,yes,yes
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2195-24_r_1.5_s_100_BSNTN2195-24,BSNTN2195-24,r_1.5_s_100_BSNTN2195-24,0,0,0,0,0,0,0,0,0,6,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2196-24_r_1_s_100_BSNTN2196-24,BSNTN2196-24,r_1_s_100_BSNTN2196-24,0,0,0,0,0,0,0,0,0,6,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2196-24_r_1.3_s_50_BSNTN2196-24,BSNTN2196-24,r_1.3_s_50_BSNTN2196-24,0,0,0,0,0,0,0,0,0,6,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2196-24_r_1.5_s_50_BSNTN2196-24,BSNTN2196-24,r_1.5_s_50_BSNTN2196-24,0,0,0,0,0,0,0,0,0,6,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2196-24_r_1.5_s_100_BSNTN2196-24,BSNTN2196-24,r_1.5_s_100_BSNTN2196-24,0,0,0,0,0,0,0,0,0,6,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2196-24_r_1_s_50_BSNTN2196-24,BSNTN2196-24,r_1_s_50_BSNTN2196-24,0,0,0,0,0,0,0,0,0,6,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2195-24_r_1.3_s_50_BSNTN2195-24,BSNTN2195-24,r_1.3_s_50_BSNTN2195-24,0,0,0,0,0,0,0,0,0,6,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2196-24_r_1.3_s_100_BSNTN2196-24,BSNTN2196-24,r_1.3_s_100_BSNTN2196-24,0,0,0,0,0,0,0,0,0,6,1,yes,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2197-24_r_1_s_100_BSNTN2197-24,BSNTN2197-24,r_1_s_100_BSNTN2197-24,1569,30,141,96,30,618,661,17,357,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2197-24_r_1_s_50_BSNTN2197-24,BSNTN2197-24,r_1_s_50_BSNTN2197-24,1569,0,12,12,52,1335,661,25,544,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2197-24_r_1.3_s_100_BSNTN2197-24,BSNTN2197-24,r_1.3_s_100_BSNTN2197-24,1569,30,141,168,25,327,661,12,327,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2197-24_r_1.5_s_50_BSNTN2197-24,BSNTN2197-24,r_1.5_s_50_BSNTN2197-24,1569,12,30,447,15,294,661,12,294,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2197-24_r_1.3_s_50_BSNTN2197-24,BSNTN2197-24,r_1.3_s_50_BSNTN2197-24,1569,12,30,147,26,675,661,8,348,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2197-24_r_1.5_s_100_BSNTN2197-24,BSNTN2197-24,r_1.5_s_100_BSNTN2197-24,1569,30,207,381,14,273,661,1,273,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2198-24_r_1_s_50_BSNTN2198-24,BSNTN2198-24,r_1_s_50_BSNTN2198-24,1569,9,108,3,54,1305,661,22,544,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2198-24_r_1.3_s_100_BSNTN2198-24,BSNTN2198-24,r_1.3_s_100_BSNTN2198-24,1569,9,156,81,27,849,661,12,330,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2198-24_r_1.3_s_50_BSNTN2198-24,BSNTN2198-24,r_1.3_s_50_BSNTN2198-24,1569,9,156,51,27,849,661,18,360,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2198-24_r_1_s_100_BSNTN2198-24,BSNTN2198-24,r_1_s_100_BSNTN2198-24,1569,9,108,3,40,1305,661,11,544,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2198-24_r_1.5_s_100_BSNTN2198-24,BSNTN2198-24,r_1.5_s_100_BSNTN2198-24,1569,30,195,306,8,405,661,0,231,4,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2199-24_r_1_s_50_BSNTN2199-24,BSNTN2199-24,r_1_s_50_BSNTN2199-24,0,0,0,0,0,0,0,0,0,6,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2199-24_r_1.3_s_50_BSNTN2199-24,BSNTN2199-24,r_1.3_s_50_BSNTN2199-24,0,0,0,0,0,0,0,0,0,6,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2199-24_r_1.5_s_50_BSNTN2199-24,BSNTN2199-24,r_1.5_s_50_BSNTN2199-24,0,0,0,0,0,0,0,0,0,6,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2199-24_r_1.5_s_100_BSNTN2199-24,BSNTN2199-24,r_1.5_s_100_BSNTN2199-24,0,0,0,0,0,0,0,0,0,6,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2199-24_r_1.3_s_100_BSNTN2199-24,BSNTN2199-24,r_1.3_s_100_BSNTN2199-24,0,0,0,0,0,0,0,0,0,6,1,yes,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2199-24_r_1_s_100_BSNTN2199-24,BSNTN2199-24,r_1_s_100_BSNTN2199-24,0,0,0,0,0,0,0,0,0,6,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2198-24_r_1.5_s_50_BSNTN2198-24,BSNTN2198-24,r_1.5_s_50_BSNTN2198-24,1569,18,195,237,2,405,661,0,273,4,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2200-24_r_1.3_s_50_BSNTN2200-24,BSNTN2200-24,r_1.3_s_50_BSNTN2200-24,1569,12,162,18,2,843,661,0,393,3,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4227_snpseq01188_00232/concat_mode/consensus/YB-4227_snpseq01188_plate00232_concat.fasta,BSNTN2200-24_r_1_s_100_BSNTN2200-24,BSNTN2200-24,r_1_s_100_BSNTN2200-24,1569,18,84,3,3,1329,661,3,544,5,2,no,no,no
