file,seq_id,process_id,parameters,length,leading_gaps,trailing_gaps,internal_gaps,ambiguous_bases,longest_stretch,barcode_length,barcode_ambiguous_bases,barcode_longest_stretch,barcode_rank,full_rank,best_sequence,selected_full_fasta,selected_barcode_fasta
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2948-24_r_1.5_s_100_BSNTN2948-24,BSNTN2948-24,r_1.5_s_100_BSNTN2948-24,1524,144,381,288,5,183,661,0,165,4,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2949-24_r_1_s_50_BSNTN2949-24,BSNTN2949-24,r_1_s_50_BSNTN2949-24,1524,0,0,0,1,1524,661,0,661,1,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2949-24_r_1.3_s_100_BSNTN2949-24,BSNTN2949-24,r_1.3_s_100_BSNTN2949-24,1524,0,81,0,0,1443,661,0,661,1,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2949-24_r_1_s_100_BSNTN2949-24,BSNTN2949-24,r_1_s_100_BSNTN2949-24,1524,0,24,0,2,1500,661,0,661,1,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2949-24_r_1.5_s_100_BSNTN2949-24,BSNTN2949-24,r_1.5_s_100_BSNTN2949-24,1524,0,114,39,0,681,661,0,399,3,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2949-24_r_1.3_s_50_BSNTN2949-24,BSNTN2949-24,r_1.3_s_50_BSNTN2949-24,1524,0,3,24,0,1443,661,0,661,1,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2949-24_r_1.5_s_50_BSNTN2949-24,BSNTN2949-24,r_1.5_s_50_BSNTN2949-24,1524,0,108,33,0,681,661,0,453,3,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2950-24_r_1_s_50_BSNTN2950-24,BSNTN2950-24,r_1_s_50_BSNTN2950-24,1524,6,0,24,8,927,661,1,474,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2950-24_r_1.3_s_100_BSNTN2950-24,BSNTN2950-24,r_1.3_s_100_BSNTN2950-24,1524,6,81,21,0,606,661,0,471,3,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2950-24_r_1_s_100_BSNTN2950-24,BSNTN2950-24,r_1_s_100_BSNTN2950-24,1524,6,81,3,0,927,661,0,474,3,1,yes,yes,yes
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2950-24_r_1.3_s_50_BSNTN2950-24,BSNTN2950-24,r_1.3_s_50_BSNTN2950-24,1524,6,21,45,1,606,661,1,471,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2950-24_r_1.5_s_100_BSNTN2950-24,BSNTN2950-24,r_1.5_s_100_BSNTN2950-24,1524,6,234,195,0,369,661,0,369,3,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2950-24_r_1.5_s_50_BSNTN2950-24,BSNTN2950-24,r_1.5_s_50_BSNTN2950-24,1524,6,234,159,5,369,661,5,369,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2951-24_r_1_s_50_BSNTN2951-24,BSNTN2951-24,r_1_s_50_BSNTN2951-24,1524,0,3,3,26,1371,661,7,550,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2951-24_r_1.3_s_100_BSNTN2951-24,BSNTN2951-24,r_1.3_s_100_BSNTN2951-24,1524,132,165,42,0,819,661,0,366,3,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2951-24_r_1_s_100_BSNTN2951-24,BSNTN2951-24,r_1_s_100_BSNTN2951-24,1524,0,39,3,4,1335,661,0,550,2,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2951-24_r_1.3_s_50_BSNTN2951-24,BSNTN2951-24,r_1.3_s_50_BSNTN2951-24,1524,45,21,66,3,849,661,0,366,3,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2951-24_r_1.5_s_50_BSNTN2951-24,BSNTN2951-24,r_1.5_s_50_BSNTN2951-24,1524,156,105,300,8,246,661,2,246,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2951-24_r_1.5_s_100_BSNTN2951-24,BSNTN2951-24,r_1.5_s_100_BSNTN2951-24,1524,156,207,495,0,222,661,0,222,4,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2952-24_r_1_s_100_BSNTN2952-24,BSNTN2952-24,r_1_s_100_BSNTN2952-24,1524,3,51,3,0,1332,661,0,559,2,1,yes,yes,yes
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2952-24_r_1.3_s_50_BSNTN2952-24,BSNTN2952-24,r_1.3_s_50_BSNTN2952-24,1524,3,6,15,0,1320,661,0,559,2,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2952-24_r_1_s_50_BSNTN2952-24,BSNTN2952-24,r_1_s_50_BSNTN2952-24,1524,3,6,3,53,1377,661,14,559,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2952-24_r_1.3_s_100_BSNTN2952-24,BSNTN2952-24,r_1.3_s_100_BSNTN2952-24,1524,3,63,3,0,1320,661,0,559,2,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2952-24_r_1.5_s_100_BSNTN2952-24,BSNTN2952-24,r_1.5_s_100_BSNTN2952-24,1524,3,195,42,0,804,661,0,345,3,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2952-24_r_1.5_s_50_BSNTN2952-24,BSNTN2952-24,r_1.5_s_50_BSNTN2952-24,1524,3,195,33,1,810,661,1,348,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2953-24_r_1_s_50_BSNTN2953-24,BSNTN2953-24,r_1_s_50_BSNTN2953-24,1524,0,3,0,71,1521,661,39,661,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2953-24_r_1.3_s_50_BSNTN2953-24,BSNTN2953-24,r_1.3_s_50_BSNTN2953-24,1524,0,3,75,15,1371,661,6,661,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2953-24_r_1.3_s_100_BSNTN2953-24,BSNTN2953-24,r_1.3_s_100_BSNTN2953-24,1524,0,153,0,3,1371,661,1,661,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2953-24_r_1_s_100_BSNTN2953-24,BSNTN2953-24,r_1_s_100_BSNTN2953-24,1524,0,78,0,7,1446,661,7,661,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2953-24_r_1.5_s_100_BSNTN2953-24,BSNTN2953-24,r_1.5_s_100_BSNTN2953-24,1524,153,195,129,0,621,661,0,288,4,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2954-24_r_1_s_50_BSNTN2954-24,BSNTN2954-24,r_1_s_50_BSNTN2954-24,1524,0,0,0,44,1524,661,13,661,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2954-24_r_1_s_100_BSNTN2954-24,BSNTN2954-24,r_1_s_100_BSNTN2954-24,1524,0,81,12,1,939,661,1,453,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2954-24_r_1.3_s_50_BSNTN2954-24,BSNTN2954-24,r_1.3_s_50_BSNTN2954-24,1524,0,0,117,12,690,661,5,342,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2954-24_r_1.5_s_50_BSNTN2954-24,BSNTN2954-24,r_1.5_s_50_BSNTN2954-24,1524,0,60,441,3,189,661,3,168,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2954-24_r_1.3_s_100_BSNTN2954-24,BSNTN2954-24,r_1.3_s_100_BSNTN2954-24,1524,0,150,153,0,462,661,0,213,4,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2954-24_r_1.5_s_100_BSNTN2954-24,BSNTN2954-24,r_1.5_s_100_BSNTN2954-24,1524,0,354,402,0,189,661,0,168,4,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2955-24_r_1_s_50_BSNTN2955-24,BSNTN2955-24,r_1_s_50_BSNTN2955-24,1524,9,0,0,14,1515,661,8,661,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2955-24_r_1_s_100_BSNTN2955-24,BSNTN2955-24,r_1_s_100_BSNTN2955-24,1524,9,81,0,0,1434,661,0,661,1,1,yes,yes,yes
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2953-24_r_1.5_s_50_BSNTN2953-24,BSNTN2953-24,r_1.5_s_50_BSNTN2953-24,1524,66,159,171,8,639,661,2,288,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2955-24_r_1.3_s_100_BSNTN2955-24,BSNTN2955-24,r_1.3_s_100_BSNTN2955-24,1524,9,150,180,0,672,661,0,270,4,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2955-24_r_1.3_s_50_BSNTN2955-24,BSNTN2955-24,r_1.3_s_50_BSNTN2955-24,1524,9,3,159,5,936,661,2,270,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2955-24_r_1.5_s_50_BSNTN2955-24,BSNTN2955-24,r_1.5_s_50_BSNTN2955-24,1524,9,3,456,8,396,661,2,138,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2956-24_r_1_s_100_BSNTN2956-24,BSNTN2956-24,r_1_s_100_BSNTN2956-24,1524,3,81,0,3,1440,661,3,661,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2956-24_r_1.3_s_50_BSNTN2956-24,BSNTN2956-24,r_1.3_s_50_BSNTN2956-24,1524,3,114,96,16,837,661,15,339,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2956-24_r_1.3_s_100_BSNTN2956-24,BSNTN2956-24,r_1.3_s_100_BSNTN2956-24,1524,3,195,120,0,459,661,0,339,3,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2956-24_r_1_s_50_BSNTN2956-24,BSNTN2956-24,r_1_s_50_BSNTN2956-24,1524,3,3,27,72,1443,661,62,661,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2956-24_r_1.5_s_50_BSNTN2956-24,BSNTN2956-24,r_1.5_s_50_BSNTN2956-24,1524,3,114,300,4,408,661,4,177,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2956-24_r_1.5_s_100_BSNTN2956-24,BSNTN2956-24,r_1.5_s_100_BSNTN2956-24,1524,6,195,420,0,189,661,0,165,4,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2955-24_r_1.5_s_100_BSNTN2955-24,BSNTN2955-24,r_1.5_s_100_BSNTN2955-24,1524,186,198,378,9,396,661,0,126,4,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2957-24_r_1_s_50_BSNTN2957-24,BSNTN2957-24,r_1_s_50_BSNTN2957-24,1524,0,9,0,143,1515,661,54,661,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2957-24_r_1.3_s_100_BSNTN2957-24,BSNTN2957-24,r_1.3_s_100_BSNTN2957-24,1524,0,198,84,13,771,661,5,378,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2957-24_r_1_s_100_BSNTN2957-24,BSNTN2957-24,r_1_s_100_BSNTN2957-24,1524,0,27,0,57,1497,661,18,661,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2957-24_r_1.5_s_50_BSNTN2957-24,BSNTN2957-24,r_1.5_s_50_BSNTN2957-24,1524,0,198,474,5,255,661,5,255,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2957-24_r_1.5_s_100_BSNTN2957-24,BSNTN2957-24,r_1.5_s_100_BSNTN2957-24,1524,174,198,465,3,255,661,3,255,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2958-24_r_1_s_100_BSNTN2958-24,BSNTN2958-24,r_1_s_100_BSNTN2958-24,1524,0,72,0,0,1452,661,0,661,1,1,yes,yes,yes
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2957-24_r_1.3_s_50_BSNTN2957-24,BSNTN2957-24,r_1.3_s_50_BSNTN2957-24,1524,0,150,30,33,807,661,25,462,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2958-24_r_1_s_50_BSNTN2958-24,BSNTN2958-24,r_1_s_50_BSNTN2958-24,1524,0,3,0,19,1521,661,8,661,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2958-24_r_1.3_s_50_BSNTN2958-24,BSNTN2958-24,r_1.3_s_50_BSNTN2958-24,1524,0,12,18,5,1419,661,5,661,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2958-24_r_1.5_s_50_BSNTN2958-24,BSNTN2958-24,r_1.5_s_50_BSNTN2958-24,1524,0,54,261,14,240,661,7,195,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2958-24_r_1.3_s_100_BSNTN2958-24,BSNTN2958-24,r_1.3_s_100_BSNTN2958-24,1524,0,111,18,0,873,661,0,483,3,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2959-24_r_1_s_50_BSNTN2959-24,BSNTN2959-24,r_1_s_50_BSNTN2959-24,1524,0,6,0,97,1518,661,35,661,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2959-24_r_1_s_100_BSNTN2959-24,BSNTN2959-24,r_1_s_100_BSNTN2959-24,1524,0,12,6,8,978,661,1,489,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2958-24_r_1.5_s_100_BSNTN2958-24,BSNTN2958-24,r_1.5_s_100_BSNTN2958-24,1524,0,183,258,2,210,661,1,195,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2959-24_r_1.3_s_100_BSNTN2959-24,BSNTN2959-24,r_1.3_s_100_BSNTN2959-24,1524,0,195,12,18,699,661,1,489,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2959-24_r_1.3_s_50_BSNTN2959-24,BSNTN2959-24,r_1.3_s_50_BSNTN2959-24,1524,0,21,57,19,1233,661,10,661,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2959-24_r_1.5_s_100_BSNTN2959-24,BSNTN2959-24,r_1.5_s_100_BSNTN2959-24,1524,6,195,441,0,213,661,0,213,4,1,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2959-24_r_1.5_s_50_BSNTN2959-24,BSNTN2959-24,r_1.5_s_50_BSNTN2959-24,1524,0,180,378,4,228,661,2,228,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2960-24_r_1_s_50_BSNTN2960-24,BSNTN2960-24,r_1_s_50_BSNTN2960-24,1524,0,3,0,3,1521,661,1,661,5,2,no,no,no
/home/dparsons/scratch/MGE_outputs/YB-4226_snpseq01200_00235/concat_mode/consensus/YB-4226_snpseq01200_plate00235_concat.fasta,BSNTN2960-24_r_1_s_100_BSNTN2960-24,BSNTN2960-24,r_1_s_100_BSNTN2960-24,1524,0,12,0,0,1512,661,0,661,1,1,yes,yes,yes
