Filename,ID,mge_params,fasta_header,sample_taxid,ref_accession,ref_rank,n_reads_in,n_reads_aligned,n_reads_skipped,ref_length,cov_min,cov_max,cov_avg,cov_med,cleaning_removed_human,cleaning_removed_at,cleaning_removed_outlier,cleaning_removed_reference,cleaning_ambig_bases,cleaning_cov_percent
BSNHM4750-25_r_1.5_s_50_BSNHM4750-25,BSNHM4750-25,r_1.5_s_50,>BSNHM4750-25_r_1.5_s_50_BSNHM4750-25,1587056,ALO70341.1,genus:Atheta,13107397,5867,1201,1542,129.0,483.0,296.8,293.5,null,null,null,null,null,null
BSNHM4799-25_r_1_s_50_BSNHM4799-25,BSNHM4799-25,r_1_s_50,>BSNHM4799-25_r_1_s_50_BSNHM4799-25,1104631,ALO77374.1,subfamily:Malachiinae,12842487,5445,167,1542,63.0,446.0,194.72,186.5,null,null,null,null,null,null
BSNHM1959-25_r_1_s_50_BSNHM1959-25,BSNHM1959-25,r_1_s_50,>BSNHM1959-25_r_1_s_50_BSNHM1959-25,2882586,AZL93374.1,family:Ichneumonidae,20531489,5625,1349,1566,0.0,479.0,236.9,238.0,null,null,null,null,null,null
BSNHM2071-25_r_1.5_s_50_BSNHM2071-25,BSNHM2071-25,r_1.5_s_50,>BSNHM2071-25_r_1.5_s_50_BSNHM2071-25,2017636,AYW52169.1,family:Anthicidae,18210584,5796,1113,1557,0.0,574.0,215.88,204.0,null,null,null,null,null,null
BSNHM1934-25_r_1.5_s_50_BSNHM1934-25,BSNHM1934-25,r_1.5_s_50,>BSNHM1934-25_r_1.5_s_50_BSNHM1934-25,495380,AZL93374.1,family:Ichneumonidae,17061022,4967,3670,1566,0.0,521.0,222.66,270.0,null,null,null,null,null,null
BSNHM1903-25_r_1_s_100_BSNHM1903-25,BSNHM1903-25,r_1_s_100,>BSNHM1903-25_r_1_s_100_BSNHM1903-25,65178,AZL93374.1,family:Ichneumonidae,10818906,400,4,1566,0.0,54.0,18.81,14.0,null,null,null,null,null,null
BGSNL037-23_r_1.5_s_50_BGSNL037-23,BGSNL037-23,r_1.5_s_50,>BGSNL037-23_r_1.5_s_50_BGSNL037-23,1441478,WWT36369.1,subfamily:Sterrhinae,16963275,1309,438,1536,0.0,130.0,49.86,47.0,null,null,null,null,null,null
BGSNL038-23_r_1_s_50_BGSNL038-23,BGSNL038-23,r_1_s_50,>BGSNL038-23_r_1_s_50_BGSNL038-23,1441478,WWT36369.1,subfamily:Sterrhinae,13609320,211,234,1536,0.0,27.0,7.12,6.0,null,null,null,null,null,null
BGSNL094-23_r_1.5_s_50_BGSNL094-23,BGSNL094-23,r_1.5_s_50,>BGSNL094-23_r_1.5_s_50_BGSNL094-23,1870003,WWT36375.1,genus:Idaea,13207028,5419,664,1533,114.0,357.0,240.83,258.0,null,null,null,null,null,null
BSNHM1614-25_r_1.5_s_100_BSNHM1614-25,BSNHM1614-25,r_1.5_s_100,>BSNHM1614-25_r_1.5_s_100_BSNHM1614-25,3119732,YP_010177771.1,subfamily:Oecophorinae,19876729,3074,292,1530,0.0,266.0,175.97,185.0,null,null,null,null,null,null
BSUIO220-24_r_1_s_50_BSUIO220-24,BSUIO220-24,r_1_s_50,>BSUIO220-24_r_1_s_50_BSUIO220-24,259557,GFR68687.1,clade:Sacoglossa,10972411,915,1348,2385,0.0,329.0,27.35,4.0,null,null,null,null,null,null
BSUIO281-24_r_1_s_50_BSUIO281-24,BSUIO281-24,r_1_s_50,>BSUIO281-24_r_1_s_50_BSUIO281-24,3218844,XVJ38221.1,superfamily:Trochoidea,12794532,3656,3300,1599,0.0,511.0,216.55,226.0,null,null,null,null,null,null
BSNHM2060-25_r_1_s_100_BSNHM2060-25,BSNHM2060-25,r_1_s_100,>BSNHM2060-25_r_1_s_100_BSNHM2060-25,2680750,AYW52169.1,family:Anthicidae,17473682,1836,99,1557,0.0,155.0,90.18,88.0,null,null,null,null,null,null
BSUIO255-24_r_1_s_50_BSUIO255-24,BSUIO255-24,r_1_s_50,>BSUIO255-24_r_1_s_50_BSUIO255-24,2944002,YP_010852297.1,order:Littorinimorpha,12130374,2455,417,1581,0.0,191.0,109.43,109.0,null,null,null,null,null,null
BSNHM4775-25_r_1.3_s_100_BSNHM4775-25,BSNHM4775-25,r_1.3_s_100,>BSNHM4775-25_r_1.3_s_100_BSNHM4775-25,3093586,ANJ70664.1,genus:Stenus,13423437,2037,51,1560,0.0,234.0,100.69,102.5,null,null,null,null,null,null
BSNHM1585-25_r_1.3_s_50_BSNHM1585-25,BSNHM1585-25,r_1.3_s_50,>BSNHM1585-25_r_1.3_s_50_BSNHM1585-25,1588469,YP_002265511.1,genus:Sphaerius,7867914,1414,48,1530,4.0,134.0,40.69,34.0,null,null,null,null,null,null
BSNHM1556-25_r_1.5_s_50_BSNHM1556-25,BSNHM1556-25,r_1.5_s_50,>BSNHM1556-25_r_1.5_s_50_BSNHM1556-25,577142,WYN07176.1,genus:Olibrus,20565767,2958,561,1542,6.0,200.0,77.47,70.5,null,null,null,null,null,null
BSNHM1570-25_r_1.5_s_50_BSNHM1570-25,BSNHM1570-25,r_1.5_s_50,>BSNHM1570-25_r_1.5_s_50_BSNHM1570-25,1501882,WYN07176.1,family:Phalacridae,13000501,4342,1119,1542,0.0,269.0,119.01,111.5,null,null,null,null,null,null
BSUIO237-24_r_1_s_100_BSUIO237-24,BSUIO237-24,r_1_s_100,>BSUIO237-24_r_1_s_100_BSUIO237-24,154653,YP_010429295.1,superfamily:Eudoridoidea,12725729,1484,20,1536,0.0,154.0,78.45,81.0,null,null,null,null,null,null
BSNHM1610-25_r_1.3_s_100_BSNHM1610-25,BSNHM1610-25,r_1.3_s_100,>BSNHM1610-25_r_1.3_s_100_BSNHM1610-25,3112310,UPU96115.1,family:Adelidae,12535630,3114,198,1536,0.0,294.0,209.56,223.5,null,null,null,null,null,null
BSNHM1672-25_r_1.3_s_100_BSNHM1672-25,BSNHM1672-25,r_1.3_s_100,>BSNHM1672-25_r_1.3_s_100_BSNHM1672-25,3119742,WWT36374.1,genus:Eupithecia,11638205,5181,12,1533,27.0,578.0,297.54,273.0,null,null,null,null,null,null
BSNHM2048-25_r_1.5_s_100_BSNHM2048-25,BSNHM2048-25,r_1.5_s_100,>BSNHM2048-25_r_1.5_s_100_BSNHM2048-25,1526871,AYW52169.1,family:Anthicidae,6716627,2123,301,1557,0.0,335.0,98.42,88.0,null,null,null,null,null,null
BSNHM1977-25_r_1.3_s_50_BSNHM1977-25,BSNHM1977-25,r_1.3_s_50,>BSNHM1977-25_r_1.3_s_50_BSNHM1977-25,979947,AZL93374.1,family:Ichneumonidae,9260107,2043,1364,1566,0.0,194.0,87.21,94.0,null,null,null,null,null,null
BSNHM1584-25_r_1.3_s_50_BSNHM1584-25,BSNHM1584-25,r_1.3_s_50,>BSNHM1584-25_r_1.3_s_50_BSNHM1584-25,1588469,YP_002265511.1,genus:Sphaerius,23190731,10461,223,1530,86.0,749.0,348.05,342.0,null,null,null,null,null,null
BSNHM1597-25_r_1.3_s_100_BSNHM1597-25,BSNHM1597-25,r_1.3_s_100,>BSNHM1597-25_r_1.3_s_100_BSNHM1597-25,992558,QRW36294.1,genus:Graptodytes,14261320,5797,62,1530,89.0,471.0,317.83,352.0,null,null,null,null,null,null
BSNHM1597-25_r_1.3_s_50_BSNHM1597-25,BSNHM1597-25,r_1.3_s_50,>BSNHM1597-25_r_1.3_s_50_BSNHM1597-25,992558,QRW36294.1,genus:Graptodytes,14261320,11022,516,1530,174.0,707.0,468.4,502.5,null,null,null,null,null,null
BSNHM1666-25_r_1.3_s_50_BSNHM1666-25,BSNHM1666-25,r_1.3_s_50,>BSNHM1666-25_r_1.3_s_50_BSNHM1666-25,1100894,YP_010439592.1,genus:Dysgonia,17354644,8498,2123,1530,238.0,804.0,551.73,548.5,null,null,null,null,null,null
BSNHM1511-25_r_1_s_50_BSNHM1511-25,BSNHM1511-25,r_1_s_50,>BSNHM1511-25_r_1_s_50_BSNHM1511-25,2881585,WYN06729.1,family:Cryptophagidae,27041625,35159,431,1530,12.0,2591.0,1258.69,1142.0,null,null,null,null,null,null
BSNHM4772-25_r_1.5_s_100_BSNHM4772-25,BSNHM4772-25,r_1.5_s_100,>BSNHM4772-25_r_1.5_s_100_BSNHM4772-25,1971321,YP_009185906.1,genus:Oxypoda,11230728,1942,116,1542,0.0,297.0,92.79,88.0,null,null,null,null,null,null
BGSNL016-23_r_1_s_50_BGSNL016-23,BGSNL016-23,r_1_s_50,>BGSNL016-23_r_1_s_50_BGSNL016-23,393382,AWN56264.1,family:Geometridae,12494798,1525,470,1545,1.0,143.0,71.94,73.0,null,null,null,null,null,null
BSNHM4753-25_r_1_s_100_BSNHM4753-25,BSNHM4753-25,r_1_s_100,>BSNHM4753-25_r_1_s_100_BSNHM4753-25,1553108,ALO70341.1,genus:Atheta,42109319,60765,161,1542,3.0,6797.0,2757.69,2735.5,null,null,null,null,null,null
BGSNL062-23_r_1.5_s_100_BGSNL062-23,BGSNL062-23,r_1.5_s_100,>BGSNL062-23_r_1.5_s_100_BGSNL062-23,1870003,WWT36375.1,genus:Idaea,13139373,5206,86,1533,96.0,483.0,294.88,282.0,null,null,null,null,null,null
BSNHM1992-25_r_1.3_s_50_BSNHM1992-25,BSNHM1992-25,r_1.3_s_50,>BSNHM1992-25_r_1.3_s_50_BSNHM1992-25,347267,AYW52169.1,family:Anthicidae,19983876,9226,1243,1557,0.0,1789.0,259.48,211.0,null,null,null,null,null,null
BGSNL026-23_r_1.5_s_50_BGSNL026-23,BGSNL026-23,r_1.5_s_50,>BGSNL026-23_r_1.5_s_50_BGSNL026-23,2203043,AZD12204.1,genus:Thetidia,11349086,982,955,1530,2.0,160.0,48.64,40.0,null,null,null,null,null,null
BSNHM4564-25_r_1.3_s_50_BSNHM4564-25,BSNHM4564-25,r_1.3_s_50,>BSNHM4564-25_r_1.3_s_50_BSNHM4564-25,1587056,ALO70341.1,genus:Atheta,11356046,1051,349,1542,2.0,99.0,44.01,41.0,null,null,null,null,null,null
BSNHM4601-25_r_1.3_s_50_BSNHM4601-25,BSNHM4601-25,r_1.3_s_50,>BSNHM4601-25_r_1.3_s_50_BSNHM4601-25,2792629,UBS94005.1,family:Cixiidae,11546465,962,599,1542,0.0,78.0,36.01,36.0,null,null,null,null,null,null
BSNHM1596-25_r_1.5_s_100_BSNHM1596-25,BSNHM1596-25,r_1.5_s_100,>BSNHM1596-25_r_1.5_s_100_BSNHM1596-25,1207087,AND96251.1,family:Scarabaeidae,13248740,3013,751,1548,0.0,318.0,164.16,180.5,null,null,null,null,null,null
BSNHM1618-25_r_1.3_s_100_BSNHM1618-25,BSNHM1618-25,r_1.3_s_100,>BSNHM1618-25_r_1.3_s_100_BSNHM1618-25,529817,WGG31057.1,genus:Cydia,6631285,738,6,1533,15.0,65.0,41.33,41.0,null,null,null,null,null,null
BGSNL058-23_r_1.5_s_100_BGSNL058-23,BGSNL058-23,r_1.5_s_100,>BGSNL058-23_r_1.5_s_100_BGSNL058-23,2834376,WWT36369.1,subfamily:Sterrhinae,10179038,611,8,1536,6.0,70.0,30.69,28.0,null,null,null,null,null,null
BSNHM1951-25_r_1.3_s_50_BSNHM1951-25,BSNHM1951-25,r_1.3_s_50,>BSNHM1951-25_r_1.3_s_50_BSNHM1951-25,495380,AZL93374.1,family:Ichneumonidae,18038537,5153,193,1566,0.0,418.0,142.16,137.0,null,null,null,null,null,null
BSNHM1698-25_r_1_s_100_BSNHM1698-25,BSNHM1698-25,r_1_s_100,>BSNHM1698-25_r_1_s_100_BSNHM1698-25,2561109,QUQ05862.1,genus:Coleophora,10976706,3894,0,1530,83.0,402.0,237.81,226.5,null,null,null,null,null,null
BSNHM1678-25_r_1_s_100_BSNHM1678-25,BSNHM1678-25,r_1_s_100,>BSNHM1678-25_r_1_s_100_BSNHM1678-25,987012,WWT36335.1,species:Stegania trimaculata,10361934,2401,6,1533,16.0,259.0,131.02,135.0,null,null,null,null,null,null
BSNHM4807-25_r_1.3_s_50_BSNHM4807-25,BSNHM4807-25,r_1.3_s_50,>BSNHM4807-25_r_1.3_s_50_BSNHM4807-25,1587264,XVF93542.1,genus:Ebaeus,10157161,1671,416,1533,0.0,127.0,69.76,66.0,null,null,null,null,null,null
BSNHM1951-25_r_1.3_s_100_BSNHM1951-25,BSNHM1951-25,r_1.3_s_100,>BSNHM1951-25_r_1.3_s_100_BSNHM1951-25,495380,AZL93374.1,family:Ichneumonidae,18038537,500,4,1566,0.0,104.0,21.52,16.0,null,null,null,null,null,null
BSNHM4814-25_r_1.3_s_100_BSNHM4814-25,BSNHM4814-25,r_1.3_s_100,>BSNHM4814-25_r_1.3_s_100_BSNHM4814-25,1587264,XVF93542.1,genus:Ebaeus,9173182,1282,25,1533,0.0,144.0,60.39,55.0,null,null,null,null,null,null
BSNHM1561-25_r_1.3_s_50_BSNHM1561-25,BSNHM1561-25,r_1.3_s_50,>BSNHM1561-25_r_1.3_s_50_BSNHM1561-25,1309235,YP_010999509.1,genus:Ochthebius,16186432,3390,424,1500,8.0,254.0,135.5,141.5,null,null,null,null,null,null
BGSNL063-23_r_1.5_s_100_BGSNL063-23,BGSNL063-23,r_1.5_s_100,>BGSNL063-23_r_1.5_s_100_BGSNL063-23,1870003,WWT36375.1,genus:Idaea,14650640,1861,16,1533,13.0,164.0,95.9,97.0,null,null,null,null,null,null
BSNHM4589-25_r_1_s_50_BSNHM4589-25,BSNHM4589-25,r_1_s_50,>BSNHM4589-25_r_1_s_50_BSNHM4589-25,1553628,YP_009185906.1,genus:Oxypoda,9842309,4962,292,1542,0.0,381.0,179.73,182.0,null,null,null,null,null,null
BGSNL007-23_r_1_s_100_BGSNL007-23,BGSNL007-23,r_1_s_100,>BGSNL007-23_r_1_s_100_BGSNL007-23,1441573,AWN56264.1,family:Geometridae,11884122,974,4,1545,0.0,106.0,54.43,56.0,null,null,null,null,null,null
BSNHM4780-25_r_1.3_s_50_BSNHM4780-25,BSNHM4780-25,r_1.3_s_50,>BSNHM4780-25_r_1.3_s_50_BSNHM4780-25,3093586,ANJ70664.1,genus:Stenus,17559671,920,352,1560,0.0,117.0,30.33,28.0,null,null,null,null,null,null
BSNHM1913-25_r_1_s_50_BSNHM1913-25,BSNHM1913-25,r_1_s_50,>BSNHM1913-25_r_1_s_50_BSNHM1913-25,494138,XCG99667.1,tribe:Ephialtini,24880905,10292,695,1539,2.0,752.0,408.73,404.0,null,null,null,null,null,null
BSNHM4748-25_r_1.5_s_100_BSNHM4748-25,BSNHM4748-25,r_1.5_s_100,>BSNHM4748-25_r_1.5_s_100_BSNHM4748-25,1587056,ALO70341.1,genus:Atheta,61576323,153,185,1542,0.0,47.0,7.21,6.0,null,null,null,null,null,null
BGSNL082-23_r_1_s_50_BGSNL082-23,BGSNL082-23,r_1_s_50,>BGSNL082-23_r_1_s_50_BGSNL082-23,1441533,WWT36375.1,genus:Idaea,12398703,801,130,1533,4.0,58.0,29.74,30.0,null,null,null,null,null,null
BSNHM1541-25_r_1_s_100_BSNHM1541-25,BSNHM1541-25,r_1_s_100,>BSNHM1541-25_r_1_s_100_BSNHM1541-25,877810,WYN06729.1,family:Cryptophagidae,4705519,76,11,1530,0.0,16.0,3.96,2.0,null,null,null,null,null,null
BGSNL026-23_r_1.3_s_50_BGSNL026-23,BGSNL026-23,r_1.3_s_50,>BGSNL026-23_r_1.3_s_50_BGSNL026-23,2203043,AZD12204.1,genus:Thetidia,11349086,1056,881,1530,2.0,164.0,51.93,42.0,null,null,null,null,null,null
BSNHM4625-25_r_1.5_s_100_BSNHM4625-25,BSNHM4625-25,r_1.5_s_100,>BSNHM4625-25_r_1.5_s_100_BSNHM4625-25,225232,XDF22457.1,genus:Aphodius,8914052,1695,140,1533,0.0,288.0,77.47,52.0,null,null,null,null,null,null
BSNHM4569-25_r_1.3_s_100_BSNHM4569-25,BSNHM4569-25,r_1.3_s_100,>BSNHM4569-25_r_1.3_s_100_BSNHM4569-25,1553106,ALO70341.1,genus:Atheta,45699664,150,169,1542,0.0,32.0,7.98,4.0,null,null,null,null,null,null
BSNHM1610-25_r_1_s_50_BSNHM1610-25,BSNHM1610-25,r_1_s_50,>BSNHM1610-25_r_1_s_50_BSNHM1610-25,3112310,UPU96115.1,family:Adelidae,12535630,4462,1277,1536,0.0,345.0,256.01,259.5,null,null,null,null,null,null
BSNHM2061-25_r_1.3_s_50_BSNHM2061-25,BSNHM2061-25,r_1.3_s_50,>BSNHM2061-25_r_1.3_s_50_BSNHM2061-25,2680750,AYW52169.1,family:Anthicidae,14763514,9714,1757,1557,0.0,580.0,359.79,370.0,null,null,null,null,null,null
BSNHM1990-25_r_1_s_50_BSNHM1990-25,BSNHM1990-25,r_1_s_50,>BSNHM1990-25_r_1_s_50_BSNHM1990-25,347267,AYW52169.1,family:Anthicidae,9842810,3519,35,1557,0.0,248.0,99.14,90.0,null,null,null,null,null,null
BSNHM1637-25_r_1.5_s_100_BSNHM1637-25,BSNHM1637-25,r_1.5_s_100,>BSNHM1637-25_r_1.5_s_100_BSNHM1637-25,2680078,YP_010177469.1,genus:Aglossa,11976120,3504,307,1533,84.0,324.0,216.72,219.0,null,null,null,null,null,null
BGSNL032-23_r_1_s_50_BGSNL032-23,BGSNL032-23,r_1_s_50,>BGSNL032-23_r_1_s_50_BGSNL032-23,393382,AWN56264.1,family:Geometridae,13160650,1559,239,1545,0.0,171.0,69.89,68.0,null,null,null,null,null,null
BSNHM1538-25_r_1_s_100_BSNHM1538-25,BSNHM1538-25,r_1_s_100,>BSNHM1538-25_r_1_s_100_BSNHM1538-25,2881585,WYN06729.1,family:Cryptophagidae,16101309,96,2,1530,0.0,18.0,4.37,4.0,null,null,null,null,null,null
BSNHM4640-25_r_1_s_50_BSNHM4640-25,BSNHM4640-25,r_1_s_50,>BSNHM4640-25_r_1_s_50_BSNHM4640-25,225232,XDF22457.1,genus:Aphodius,31567914,8444,451,1533,34.0,833.0,249.73,190.0,null,null,null,null,null,null
BSNHM1604-25_r_1.3_s_50_BSNHM1604-25,BSNHM1604-25,r_1.3_s_50,>BSNHM1604-25_r_1.3_s_50_BSNHM1604-25,1526871,AYW52169.1,family:Anthicidae,11550070,1076,74,1557,0.0,109.0,28.65,22.0,null,null,null,null,null,null
